link,property_id,locality_name,postal_code,price,type_of_property,subtype_of_property,number_of_rooms,living_area,furnished,open_fire,terrace_surface,garden,facades,swimming_pool,land_area,equipped_kitchen,state_of_building,type_of_sale
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20063325,20063325,Ciney,5590,269000,HOUSE,HOUSE,4,179,0,0,8,791,3,1,791,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/ciney/5590/20268901,20268901,CINEY,5590,495000,HOUSE,VILLA,5,343,,1,18,880,4,0,880,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/ciney/5590/20254989,20254989,CINEY,5590,550000,HOUSE,VILLA,4,250,,1,,2595,4,0,2595,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ciney/5590/20200363,20200363,Ciney,5590,135000,APARTMENT,APARTMENT,2,62,0,0,4,null,3,1,,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ciney/5590/20212350,20212350,Ciney,5590,145000,APARTMENT,APARTMENT,2,90,,0,null,null,0,0,,,TO_RESTORE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20257101,20257101,Ciney,5590,295000,HOUSE,HOUSE,4,171,0,0,,null,2,0,189,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/heuvelland/8956/20193760,20193760,Heuvelland,8956,249000,APARTMENT,APARTMENT,4,155,,0,40,null,0,0,,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/other-property/for-sale/heuvelland/8954/20273990,20273990,HEUVELLAND,8954,299000,HOUSE,OTHER_PROPERTY,4,178,,0,null,null,3,0,2550,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kemmel/8956/20250929,20250929,Kemmel,8956,395000,HOUSE,HOUSE,2,,,0,,null,1,0,2467,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/zammelen/3724/11245787,11245787,Zammelen,3724,1495000,HOUSE,HOUSE,4,498,,0,null,null,0,1,5725,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/ciney/5590/20091632,20091632,Ciney,5590,435000,HOUSE,VILLA,5,269,0,0,52,1065,4,1,0,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/10640310,10640310,Westouter,8954,212500,APARTMENT,SERVICE_FLAT,2,77,0,0,14,null,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/westouter/8954/20058498,20058498,Westouter,8954,285000,HOUSE,HOUSE,3,120,,0,null,null,0,0,0,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/westouter/8954/20101596,20101596,Westouter,8954,275000,HOUSE,HOUSE,6,443,,1,,null,0,0,337,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/10640309,10640309,Westouter,8954,178000,APARTMENT,SERVICE_FLAT,1,49,0,0,23,null,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/westouter/8954/11318194,11318194,WESTOUTER,8954,399000,HOUSE,HOUSE,1,403,,0,null,null,,0,203,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/heuvelland/8954/20028884,20028884,Heuvelland,8954,495000,HOUSE,HOUSE,3,240,,1,,null,4,0,468,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/11127239,11127239,Westouter,8954,176550,APARTMENT,SERVICE_FLAT,1,61,0,0,18,null,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/westouter/8954/11308079,11308079,Westouter,8954,285000,HOUSE,HOUSE,3,120,,0,null,null,0,0,0,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/westouter/8954/20034249,20034249,Westouter,8954,170000,APARTMENT,APARTMENT,1,,0,0,,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/10640311,10640311,Westouter,8954,215000,APARTMENT,SERVICE_FLAT,2,77,0,0,18,null,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/11127240,11127240,Westouter,8954,195000,APARTMENT,SERVICE_FLAT,2,75,0,0,13,null,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/20104813,20104813,Westouter,8954,169000,APARTMENT,SERVICE_FLAT,2,87,0,0,,null,4,1,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/20008539,20008539,Aarschot,3200,229000,HOUSE,HOUSE,3,112,,0,null,null,2,1,120,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/westouter/8954/20094880,20094880,Westouter,8954,457000,HOUSE,HOUSE,3,,,0,null,null,4,0,1154,,,FOR_SALE
https://www.immoweb.be/en/classified/service-flat/for-sale/westouter/8954/10640308,10640308,Westouter,8954,185000,APARTMENT,SERVICE_FLAT,2,64,0,0,12,null,4,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/westouter/8954/20094878,20094878,Westouter,8954,398000,HOUSE,HOUSE,3,,,0,null,null,4,0,682,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/heuvelland/8954/20231678,20231678,Heuvelland,8954,229000,HOUSE,HOUSE,4,162,,0,,null,0,0,840,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/duplex/for-sale/aarschot/3200/20157791,20157791,Aarschot,3200,319000,APARTMENT,DUPLEX,2,116,0,0,,null,2,0,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/20221202,20221202,Aarschot,3200,895000,HOUSE,HOUSE,3,250,0,0,,null,4,0,1110,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/20194055,20194055,AARSCHOT,3200,230000,APARTMENT,APARTMENT,1,53,,0,null,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/20209716,20209716,Aarschot,3200,265000,HOUSE,HOUSE,4,185,0,0,null,756,4,0,756,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/11033316,11033316,Aarschot,3200,340800,APARTMENT,APARTMENT,2,76,0,0,10,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/mansion/for-sale/aarschot/3200/11407859,11407859,AARSCHOT,3200,485000,HOUSE,MANSION,4,289,,0,null,null,3,0,133,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/aarschot/3200/20206280,20206280,Aarschot,3200,299900,APARTMENT,GROUND_FLOOR,2,,,0,5,null,,1,,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/bellingen/1674/20181048,20181048,Bellingen,1674,400000,HOUSE,HOUSE,4,,,0,null,null,,0,1654,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/11258228,11258228,Aarschot,3200,542380,HOUSE,HOUSE,4,240,0,0,,null,3,0,840,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot-gelrode/3200/20229802,20229802,Aarschot Gelrode,3200,370000,HOUSE,HOUSE,3,144,,0,,null,4,0,1195,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/aarschot/3200/20010933,20010933,Aarschot,3200,1200000,HOUSE,EXCEPTIONAL_PROPERTY,10,728,0,0,,null,4,1,18022,HYPER_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/11033314,11033314,Aarschot,3200,330800,APARTMENT,APARTMENT,2,76,0,0,10,null,0,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/20252089,20252089,CINEY,5590,950000,HOUSE,HOUSE,4,264,,0,,1594,4,0,3548,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/20226443,20226443,Aarschot,3200,339000,HOUSE,HOUSE,4,,,0,null,null,0,0,432,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/11115652,11115652,Aarschot,3200,429000,HOUSE,HOUSE,4,156,0,0,,null,3,0,406,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/20015718,20015718,Aarschot,3200,299000,APARTMENT,APARTMENT,2,100,0,0,10,null,2,0,,HYPER_EQUIPPED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/20239975,20239975,AARSCHOT,3200,585490,HOUSE,HOUSE,3,178,,0,,null,4,0,553,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/20235988,20235988,Aarschot,3200,370860,HOUSE,HOUSE,3,194,0,0,null,null,0,0,340,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aarschot/3200/11258229,11258229,Aarschot,3200,542380,HOUSE,HOUSE,4,240,0,0,,null,3,0,840,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/aarschot/3200/11033312,11033312,Aarschot,3200,440600,APARTMENT,APARTMENT,2,98,0,0,47,null,0,0,,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/duplex/for-sale/ciney/5590/20006438,20006438,Ciney,5590,200000,APARTMENT,DUPLEX,2,107,0,0,12,null,3,1,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/penthouse/for-sale/aarschot/3200/20236521,20236521,Aarschot,3200,995000,APARTMENT,PENTHOUSE,2,287,,0,180,null,3,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/pepingen/1674/20145994,20145994,Pepingen,1674,639000,HOUSE,HOUSE,3,260,,1,110,460,4,1,763,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/manor-house/for-sale/reningelst/8970/20242016,20242016,Reningelst,8970,1350000,HOUSE,MANOR_HOUSE,6,497,,0,,null,4,1,11362,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/other-property/for-sale/reningelst/8970/20252997,20252997,Reningelst,8970,128000,HOUSE,OTHER_PROPERTY,0,,,0,null,null,2,0,175,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20012493,20012493,Poperinge,8970,229000,HOUSE,HOUSE,3,162,,0,,null,0,0,324,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/penthouse/for-sale/poperinge/8970/11063275,11063275,Poperinge,8970,240000,APARTMENT,PENTHOUSE,1,153,1,0,null,null,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/vaalbeek/3054/20214660,20214660,Vaalbeek,3054,720000,HOUSE,HOUSE,6,270,0,0,,null,0,0,963,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/poperinge/8970/10213385,10213385,Poperinge,8970,280000,APARTMENT,APARTMENT,2,90,0,0,null,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20250277,20250277,Poperinge,8970,269000,HOUSE,HOUSE,3,147,,0,,null,0,0,605,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/poperinge/8970/20168735,20168735,Poperinge,8970,343950,APARTMENT,APARTMENT,2,90,0,0,8,null,3,1,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/poperinge/8970/20254065,20254065,Poperinge,8970,430000,HOUSE,VILLA,5,203,,0,,null,4,0,587,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20060168,20060168,Poperinge,8970,304477,HOUSE,HOUSE,3,133,,0,,null,3,0,285,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20161552,20161552,Poperinge,8970,389133,HOUSE,HOUSE,3,146,0,0,32,null,3,1,427,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20053952,20053952,Poperinge,8970,298000,HOUSE,HOUSE,4,195,,0,,null,3,0,247,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/poperinge/8970/20211069,20211069,Poperinge,8970,495000,HOUSE,VILLA,5,366,0,0,null,null,0,0,1472,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20266422,20266422,Poperinge,8970,91000,HOUSE,HOUSE,3,,,0,null,null,3,0,162,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/10975691,10975691,Poperinge,8970,369000,HOUSE,HOUSE,4,218,,0,,null,0,0,362,,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/poperinge/8970/11342561,11342561,Poperinge,8970,479258,APARTMENT,APARTMENT,3,169,,0,19,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20210690,20210690,Poperinge,8970,585000,HOUSE,HOUSE,5,320,0,0,40,520,4,1,1285,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20212503,20212503,Poperinge,8970,259000,HOUSE,HOUSE,4,,,0,,null,2,0,188,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/poperinge/8970/20015287,20015287,Poperinge,8970,250000,APARTMENT,APARTMENT,1,69,,0,,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/haasrode/3053/11354371,11354371,Haasrode,3053,295000,HOUSE,HOUSE,2,200,0,0,null,null,0,0,249,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/haasrode/3053/20208118,20208118,Haasrode,3053,380000,APARTMENT,APARTMENT,1,81,0,0,20,86,0,0,,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/20266417,20266417,Poperinge,8970,88000,HOUSE,HOUSE,4,,,0,null,null,2,0,156,,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/kessel-lo/3010/20121034,20121034,Kessel-Lo,3010,349000,HOUSE,HOUSE,3,134,,0,null,26,0,0,85,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/20218687,20218687,Leuven,3010,445000,HOUSE,HOUSE,4,193,0,0,null,null,4,1,843,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/poperinge/8970/10194918,10194918,Poperinge,8970,495000,HOUSE,HOUSE,5,389,,0,,null,0,0,554,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/oud-heverlee/3054/20205913,20205913,Oud-Heverlee,3054,1022000,HOUSE,VILLA,5,424,,1,1,1,4,1,2148,USA_HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/haasrode/3053/20211283,20211283,Haasrode,3053,716000,HOUSE,HOUSE,4,270,0,0,21,113,0,0,0,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/haasrode/3053/20116549,20116549,HAASRODE,3053,550000,HOUSE,VILLA,4,260,,0,,null,4,0,1000,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/haasrode/3053/20111059,20111059,Haasrode,3053,359000,HOUSE,HOUSE,2,112,,0,null,null,0,0,459,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/haasrode/3053/11489182,11489182,Haasrode,3053,495000,HOUSE,HOUSE,2,232,,0,null,null,0,0,1811,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/kessel-lo/3010/11480961,11480961,Kessel-Lo,3010,995000,HOUSE,APARTMENT_BLOCK,6,680,0,0,,null,0,0,766,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/apartment-block/for-sale/leuven/3010/11324468,11324468,LEUVEN,3010,475000,HOUSE,APARTMENT_BLOCK,5,293,,0,,null,2,0,432,SEMI_EQUIPPED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/duplex/for-sale/leuven-kessel-lo/3010/20244952,20244952,Leuven Kessel-Lo,3010,435000,APARTMENT,DUPLEX,4,143,,0,55,null,4,0,,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/leuven-kessel-lo/3010/20269793,20269793,Leuven Kessel-Lo,3010,498000,HOUSE,HOUSE,3,195,0,0,,null,4,1,1320,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/leuven-kessel-lo/3010/20252007,20252007,Leuven Kessel-Lo,3010,459000,HOUSE,HOUSE,3,145,0,0,,null,4,0,590,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/leuven/3010/20244966,20244966,Leuven,3010,440000,HOUSE,HOUSE,3,153,,0,null,null,2,0,174,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/leuven/3010/20180766,20180766,Leuven,3010,1090000,HOUSE,VILLA,6,347,0,0,,null,4,1,2874,HYPER_EQUIPPED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/11480120,11480120,Marche-en-Famenne,6900,249000,HOUSE,HOUSE,5,171,0,0,,2185,4,1,2185,NOT_INSTALLED,TO_BE_DONE_UP,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne-hargimont/6900/10919199,10919199,Marche-en-Famenne Hargimont,6900,550000,HOUSE,HOUSE,2,216,1,0,83,1041,4,1,1207,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20033774,20033774,Marche-en-Famenne,6900,195000,APARTMENT,APARTMENT,2,111,0,0,null,null,2,1,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/aye/6900/20072613,20072613,Aye,6900,295000,HOUSE,HOUSE,4,224,,0,,470,3,1,834,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/marche-en-famenne/6900/20094455,20094455,Marche-en-Famenne,6900,795000,HOUSE,EXCEPTIONAL_PROPERTY,5,375,0,0,,null,4,1,3584,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20193071,20193071,Marche-en-Famenne,6900,135000,APARTMENT,APARTMENT,1,71,0,0,,null,0,1,,SEMI_EQUIPPED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/on/6900/11155034,11155034,On,6900,329000,HOUSE,HOUSE,4,261,,0,29,964,4,1,1102,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20228969,20228969,Marche-en-Famenne,6900,435000,HOUSE,HOUSE,3,136,0,0,,1179,4,1,1179,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/hoogstraten/2320/20255203,20255203,Hoogstraten,2320,695000,HOUSE,VILLA,4,292,,1,null,null,4,0,840,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20192027,20192027,MARCHE-EN-FAMENNE,6900,199000,HOUSE,HOUSE,2,106,,0,20,170,3,0,249,INSTALLED,JUST_RENOVATED,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/marche-en-famenne/6900/20194651,20194651,Marche-en-Famenne,6900,335000,APARTMENT,GROUND_FLOOR,3,139,0,0,13,111,3,1,,NOT_INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20167234,20167234,Marche-en-Famenne,6900,525000,HOUSE,HOUSE,5,242,0,0,45,911,4,1,911,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20017054,20017054,Marche-en-Famenne,6900,185000,HOUSE,HOUSE,3,142,0,0,,2131,4,1,2131,NOT_INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/marche-en-famenne/6900/20151681,20151681,Marche-en-famenne,6900,1790000,HOUSE,EXCEPTIONAL_PROPERTY,7,569,,0,,1866,4,1,2287,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/villa/for-sale/oud-heverlee/3053/20194543,20194543,Oud-Heverlee,3053,649000,HOUSE,VILLA,3,190,0,0,44,null,3,0,539,HYPER_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20034009,20034009,Marche-en-Famenne,6900,155000,APARTMENT,APARTMENT,1,63,0,0,null,null,2,1,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20159187,20159187,Marche-en-Famenne,6900,215000,APARTMENT,APARTMENT,2,89,0,0,null,null,2,1,,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne-marloie/6900/20258899,20258899,"Marche-en-Famenne, Marloie",6900,250000,HOUSE,HOUSE,5,155,0,0,20,null,3,1,299,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/marche-en-famenne/6900/20272016,20272016,Marche-en-Famenne,6900,299000,APARTMENT,APARTMENT,2,86,0,0,7,null,3,1,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/duplex/for-sale/hoogstraten/2320/20266562,20266562,Hoogstraten,2320,349000,APARTMENT,DUPLEX,3,101,,0,30,null,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/marche-en-famenne/6900/20212204,20212204,Marche-en-Famenne,6900,260000,HOUSE,HOUSE,4,150,,0,20,760,4,0,760,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/exceptional-property/for-sale/marche-en-famenne/6900/20252892,20252892,Marche-en-Famenne,6900,575000,HOUSE,EXCEPTIONAL_PROPERTY,5,349,0,0,,null,4,1,2111,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/duplex/for-sale/hoogstraten/2320/20196267,20196267,Hoogstraten,2320,449000,APARTMENT,DUPLEX,3,185,,0,,null,0,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/on/6900/20251518,20251518,ON,6900,250000,HOUSE,HOUSE,3,225,,1,20,521,3,0,521,INSTALLED,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/hoogstraten/2321/20005544,20005544,Hoogstraten,2321,495000,HOUSE,HOUSE,3,170,,0,,null,4,0,8905,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/vremde/2531/20273657,20273657,VREMDE,2531,449296,HOUSE,HOUSE,3,150,,0,20,91,3,0,150,,,FOR_SALE
https://www.immoweb.be/en/classified/penthouse/for-sale/ixelles/1050/20252011,20252011,Ixelles,1050,399000,APARTMENT,PENTHOUSE,2,80,0,0,10,null,2,1,,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/oud-heverlee-haasrode/3053/20199910,20199910,Oud-Heverlee (Haasrode),3053,348000,HOUSE,HOUSE,3,155,,1,25,1350,4,1,1600,NOT_INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/penthouse/for-sale/hoogstraten/2321/20033359,20033359,Hoogstraten,2321,417350,APARTMENT,PENTHOUSE,3,176,,0,null,null,0,1,,,,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/hoogstraten/2320/20057797,20057797,Hoogstraten,2320,1550000,HOUSE,HOUSE,5,512,0,0,,3228,4,1,3228,HYPER_EQUIPPED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/oud-heverlee/3053/20260937,20260937,Oud-Heverlee,3053,380000,APARTMENT,GROUND_FLOOR,1,80,,0,20,68,0,0,,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/flat-studio/for-sale/ixelles/1050/20214007,20214007,Ixelles,1050,219000,APARTMENT,FLAT_STUDIO,0,31,,0,35,35,2,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/hoogstraten/2320/20126024,20126024,Hoogstraten,2320,330000,APARTMENT,GROUND_FLOOR,3,94,,0,12,null,0,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/dendermonde/9200/20242618,20242618,DENDERMONDE,9200,210000,APARTMENT,APARTMENT,2,85,,0,,null,2,0,,SEMI_EQUIPPED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/boechout/2531/20266595,20266595,Boechout,2531,435000,HOUSE,HOUSE,3,154,,0,,null,3,0,685,,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/hoogstraten/2320/20107488,20107488,Hoogstraten,2320,365000,APARTMENT,APARTMENT,2,118,,0,null,null,0,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20247737,20247737,Dendermonde,9200,249000,HOUSE,HOUSE,3,177,,0,null,null,0,0,239,,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/boechout/2531/11342534,11342534,Boechout,2531,270000,HOUSE,HOUSE,2,,,0,null,115,3,1,280,INSTALLED,TO_RENOVATE,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/hoogstraten/2320/20126015,20126015,Hoogstraten,2320,330000,APARTMENT,GROUND_FLOOR,3,94,0,0,12,null,0,0,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/dendermonde/9200/20258518,20258518,Dendermonde,9200,329000,HOUSE,HOUSE,4,120,,0,null,87,0,0,166,INSTALLED,GOOD,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/ixelles/1050/20265671,20265671,Ixelles,1050,790000,APARTMENT,APARTMENT,3,122,0,1,null,null,2,1,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/ground-floor/for-sale/hoogstraten/2320/11466590,11466590,Hoogstraten,2320,462500,APARTMENT,GROUND_FLOOR,2,101,,0,19,null,0,1,,,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/house/for-sale/oud-heverlee/3053/20195421,20195421,Oud-Heverlee,3053,790000,HOUSE,HOUSE,4,200,,1,66,1100,4,1,1200,INSTALLED,AS_NEW,FOR_SALE
https://www.immoweb.be/en/classified/apartment/for-sale/oudegem/9200/20264359,20264359,OUDEGEM,9200,199000,APARTMENT,APARTMENT,2,85,,0,7,null,0,0,,INSTALLED,GOOD,FOR_SALE
